fileName,publication,pubId,title,date,x,y
762.txt,World Source,1,Charity Funds Limited,"Nov 14, 1999, 12:00:00 AM",21.11530303955078,-52.29979705810547
117.txt,News Online Today,3,Charity Funds Exhausted,"Nov 15, 1999, 12:00:00 AM",20.61006736755371,-51.453758239746094
701.txt,World Journal,5,Total trunks of charity of drain of disasters,"Nov 15, 1999, 12:00:00 AM",22.545679092407227,-53.355674743652344
2.txt,Everyday News,2,Global boxes of the charity of dren of the disasters,"Nov 16, 1999, 12:00:00 AM",22.11448097229004,-54.40418243408203
302.txt,The Continent,4,Overall the benevolence trunks of the calamity evacuation canal,"Nov 16, 1999, 12:00:00 AM",21.364717483520508,-53.723636627197266
278.txt,The World,6,KRONOS GDP ON THE RISE,"Jan 15, 2000, 12:00:00 AM",-39.15019989013672,16.9495906829834
789.txt,News Online Today,3,KRONOS GDP ON THE RISE,"Jan 15, 2000, 12:00:00 AM",1.318830966949463,-3.789685010910034
216.txt,The Light of Truth,7,GDP OF KRONOS ON RISE,"Jan 16, 2000, 12:00:00 AM",-39.627777099609375,16.959922790527344
471.txt,Who What News,8,KRONOS GDP ON THE RISE,"Jan 16, 2000, 12:00:00 AM",-1.5000135898590088,-5.548242568969727
515.txt,The Tulip,9,KRONOS THE GDP ON THE INCREASE,"Jan 16, 2000, 12:00:00 AM",-40.69643783569336,16.986560821533203
131.txt,The General Post,10,GDP OF KRONOS IN THE ASCENT,"Jan 17, 2000, 12:00:00 AM",-38.51852798461914,16.9345760345459
254.txt,Homeland Illumination,17,Title Not Given,"May 31, 2000, 12:00:00 AM",10.576876640319824,15.317407608032227
188.txt,News Online Today,3,ELODIS PUBLIC HEALTH FACT SHEET - UPDATE,"Jun 1, 2000, 12:00:00 AM",-3.4980201721191406,-3.807319402694702
672.txt,The Orb,18,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS - UPDATE,"Jun 1, 2000, 12:00:00 AM",4.827941417694092,27.802759170532227
72.txt,Daily Pegasus,20,LEAF OF THE FACT OF THE PUBLIC HEALTH OF ELODIS - UPDATE,"Jun 1, 2000, 12:00:00 AM",3.9396414756774902,29.248401641845703
271.txt,The Wrap,19,THE SHEET OF THE PUBLIC HEALTH ELODIS - UPDATE,"Jun 2, 2000, 12:00:00 AM",7.612454414367676,37.68012237548828
413.txt,News Online Today,3,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,"Aug 15, 2000, 12:00:00 AM",-11.57296371459961,-5.5610480308532715
498.txt,The World,6,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,"Aug 15, 2000, 12:00:00 AM",20.88949203491211,15.671586990356445
626.txt,Who What News,8,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,"Aug 15, 2000, 12:00:00 AM",20.705364227294922,15.123844146728516
235.txt,The General Post,10,SITE OF THE CURVE OF TISKELE OF ROCKS GASTECH OF THE EXPLOSION,"Aug 16, 2000, 12:00:00 AM",20.196611404418945,16.823684692382812
277.txt,The Light of Truth,7,SITE OF CURVE OF TISKELE OF ROCKS GASTECH Of EXPLOSION,"Aug 16, 2000, 12:00:00 AM",19.89563751220703,17.3643856048584
504.txt,The Tulip,9,THE PLACE OF THE BEND TISKELE OF THE ROCKS GASTECH OF THE EXPLOSION,"Aug 16, 2000, 12:00:00 AM",21.822912216186523,15.837799072265625
663.txt,The Abila Post,22,Title Not Given,"Aug 16, 2000, 12:00:00 AM",-16.936330795288086,44.56407165527344
256.txt,News Online Today,3,TISKELE BEND EXPLOSION AND FIRE,"Aug 17, 2000, 12:00:00 AM",-4.649773597717285,-8.77196216583252
734.txt,Central Bulletin,21,TISKELE BEND EXPLOSION AND FIRE,"Aug 17, 2000, 12:00:00 AM",-16.9853458404541,44.71693420410156
177.txt,The Explainer,25,EXPLOSION AND FIRE OF THE TISKELE CURVE,"Aug 18, 2000, 12:00:00 AM",-17.33488655090332,45.80763244628906
295.txt,Athena Speaks,23,EXPLOSION AND FIRE OF CURVE OF TISKELE,"Aug 18, 2000, 12:00:00 AM",-16.567626953125,43.40545654296875
91.txt,News Desk,24,TISKELE THE EXPLOSION AND THE FIRE OF THE BEND,"Aug 18, 2000, 12:00:00 AM",-16.27137565612793,42.50402069091797
403.txt,Central Bulletin,21,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,"Oct 2, 2000, 12:00:00 AM",1.2026509046554565,56.3639030456543
410.txt,News Online Today,3,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,"Oct 2, 2000, 12:00:00 AM",-4.718433856964111,-5.210941791534424
477.txt,The Abila Post,22,Title Not Given,"Oct 2, 2000, 12:00:00 AM",1.8437435626983643,55.98393630981445
311.txt,News Desk,24,THE VICTORY OF THE LANDSLIDE FOR PRESIDENT KAPELOU,"Oct 3, 2000, 12:00:00 AM",0.03702862933278084,57.27665710449219
747.txt,The Explainer,25,VICTORY OF THE COLLAPSE FOR PRESIDENT KAPELOU,"Oct 3, 2000, 12:00:00 AM",1.1284066438674927,57.051353454589844
270.txt,Athena Speaks,23,VICTOIRE Of CRUMBLING FOR PRESIDENT KAPELOU,"Oct 4, 2000, 12:00:00 AM",0.614938497543335,56.03849411010742
246.txt,Kronos Star,11,"s on Oil, Gas Development Defeated in General Assembly","Mar 17, 2001, 12:00:00 AM",102.48294067382812,-26.76665496826172
296.txt,The Guide,13,"The taxes added on the oil, development of the gas defeated in general to assembly","Mar 18, 2001, 12:00:00 AM",-3.721834421157837,-11.670722007751465
41.txt,The Truth,14,"Added taxes on oil, the reports in general assembly of the gas development","Mar 18, 2001, 12:00:00 AM",-7.929677486419678,-12.42410945892334
636.txt,International News,12,"Added Taxes on Oil, Gas Development Defeated in General Assembly","Mar 18, 2001, 12:00:00 AM",-5.98953104019165,-10.789198875427246
707.txt,News Online Today,3,"Added Taxes on Oil, Gas Development Defeated in General Assembly","Mar 18, 2001, 12:00:00 AM",-5.2516350746154785,-13.870903015136719
765.txt,Worldwise,15,"The additional taxes on oil, formation of gas have demolishes the Parliament in general","Mar 18, 2001, 12:00:00 AM",-2.1867291927337646,-14.373600959777832
134.txt,Homeland Illumination,17,Title Not Given,"Mar 22, 2001, 12:00:00 AM",-33.554039001464844,-14.243284225463867
391.txt,All News Today,16,"TAX MEASURE DEFEATED, POK EFFORTS STALLED","Mar 22, 2001, 12:00:00 AM",-33.52864456176758,-14.265643119812012
606.txt,News Online Today,3,"TAX MEASURE DEFEATED, POK EFFORTS STALLED","Mar 22, 2001, 12:00:00 AM",-1.2805578708648682,-11.743184089660645
465.txt,Daily Pegasus,20,"THE DEFEATED MEASUREMENT, EFFORTS OF THE TAX OF POK WAS CLOGGED","Mar 23, 2001, 12:00:00 AM",-32.9697265625,-16.97500991821289
187.txt,The Wrap,19,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK","Mar 24, 2001, 12:00:00 AM",-34.338375091552734,-16.7601318359375
459.txt,The Orb,18,"The MEASUREMENT Of TAXES DEMOLISHED, EFFORTS OF FIXED POK A","Mar 24, 2001, 12:00:00 AM",-33.33763122558594,-16.98048973083496
306.txt,Kronos Star,11,f Health Dies Suddenly,"Jun 14, 2001, 12:00:00 AM",7.696435451507568,-54.43418502807617
668.txt,The Truth,14,The minister of health dies suddenly,"Jun 15, 2001, 12:00:00 AM",8.835495948791504,-55.69443130493164
746.txt,News Online Today,3,Minister of Health Dies Suddenly,"Jun 15, 2001, 12:00:00 AM",8.21070384979248,-53.539703369140625
780.txt,Worldwise,15,The Minister for health dies suddenly,"Jun 15, 2001, 12:00:00 AM",9.044818878173828,-55.10804748535156
363.txt,The Guide,13,The minister of the health dies suddenly,"Jun 16, 2001, 12:00:00 AM",8.67517375946045,-54.80287170410156
273.txt,Kronos Star,11,Disrupt Traffic Near Tiskele Bend Fields,"Aug 30, 2001, 12:00:00 AM",25.059154510498047,-12.047547340393066
129.txt,International News,12,Activists Disrupt Traffic Near Tiskele Bend Fields,"Aug 31, 2001, 12:00:00 AM",1.2544634342193604,-11.504501342773438
544.txt,News Online Today,3,Activists Disrupt Traffic Near Tiskele Bend Fields,"Aug 31, 2001, 12:00:00 AM",-2.5909972190856934,-9.460062026977539
658.txt,Homeland Illumination,17,Title Not Given,"Aug 31, 2001, 12:00:00 AM",-38.915706634521484,-40.50336456298828
794.txt,The Truth,14,The activists interrupt movement near the areas of bending Tiskele,"Aug 31, 2001, 12:00:00 AM",26.531600952148438,-13.142147064208984
328.txt,The Guide,13,The activists interrupt traffic near fields of the curve of Tiskele,"Sep 1, 2001, 12:00:00 AM",26.297449111938477,-12.644852638244629
511.txt,News Online Today,3,POK MEMBERS ARRESTED,"Sep 1, 2001, 12:00:00 AM",-38.4348258972168,-39.400352478027344
593.txt,Worldwise,15,The activists disturb the traffic close to the fields of curve of Tiskele,"Sep 1, 2001, 12:00:00 AM",26.93168067932129,-12.503239631652832
778.txt,The Orb,18,THE MEMBERS OF POK STOPPED,"Sep 1, 2001, 12:00:00 AM",-39.48305892944336,-41.30435562133789
22.txt,Daily Pegasus,20,THE MEMBERS OF POK ARRESTED,"Sep 2, 2001, 12:00:00 AM",-39.76935958862305,-41.39435958862305
680.txt,The Wrap,19,ARRESTED MEMBERS POK,"Sep 2, 2001, 12:00:00 AM",-38.601165771484375,-41.84721755981445
297.txt,Homeland Illumination,17,Title Not Given,"May 25, 2002, 12:00:00 AM",10.739119529724121,14.816043853759766
688.txt,News Online Today,3,ELODIS PUBLIC HEALTH FACT SHEET 2002,"May 25, 2002, 12:00:00 AM",-6.778306484222412,-4.953292369842529
109.txt,The Orb,18,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS 2002,"May 26, 2002, 12:00:00 AM",4.94073486328125,27.594676971435547
115.txt,Daily Pegasus,20,LEAF 2002 OF THE FACT OF THE PUBLIC HEALTH OF ELODIS,"May 27, 2002, 12:00:00 AM",3.828754425048828,29.413070678710938
349.txt,The Wrap,19,SHEET 2002 OF THE PUBLIC HEALTH ELODIS,"May 27, 2002, 12:00:00 AM",7.610269546508789,37.680667877197266
371.txt,News Online Today,3,HANK FLUSS GASTECH COO DIES AT 73,"May 17, 2003, 12:00:00 AM",29.71829605102539,-5.749246597290039
587.txt,The World,6,HANK FLUSS GASTECH COO DIES AT 73,"May 17, 2003, 12:00:00 AM",31.416690826416016,-5.408720970153809
59.txt,Who What News,8,HANK FLUSS GASTECH COO DIES AT 73,"May 18, 2003, 12:00:00 AM",30.927690505981445,-5.556939601898193
164.txt,The Light of Truth,7,THE ROUCOULEMENT OF HANK FLUSS GASTECH DIES IN 73,"May 19, 2003, 12:00:00 AM",32.23707962036133,-5.993524551391602
493.txt,The General Post,10,THE COO OF DIES IN 73,"May 19, 2003, 12:00:00 AM",32.80093002319336,-6.359678268432617
686.txt,The Tulip,9,COO GASTECH OF THE STRICT FLUSS MATRICES AT 73,"May 19, 2003, 12:00:00 AM",31.699827194213867,-4.224061489105225
251.txt,All News Today,16,ELODIS PUBLIC HEALTH FACT SHEET 2004,"May 29, 2004, 12:00:00 AM",5.518674850463867,-9.042370796203613
737.txt,Homeland Illumination,17,Title Not Given,"May 29, 2004, 12:00:00 AM",10.964655876159668,14.079545021057129
243.txt,The Wrap,19,SHEET 2004 OF THE PUBLIC HEALTH ELODIS,"May 30, 2004, 12:00:00 AM",-3.562882423400879,-6.792698860168457
786.txt,News Online Today,3,ELODIS PUBLIC HEALTH FACT SHEET 2004,"May 30, 2004, 12:00:00 AM",-0.32496291399002075,-9.509114265441895
272.txt,Daily Pegasus,20,LEAF 2004 OF THE FACT OF THE PUBLIC HEALTH OF ELODIS,"May 31, 2004, 12:00:00 AM",10.480795860290527,-7.294719219207764
546.txt,The Orb,18,DOCUMENTARY CARD OF PUBLIC HEALTH Of ELODIS 2004,"May 31, 2004, 12:00:00 AM",-0.4697883129119873,3.4957995414733887
221.txt,Homeland Illumination,17,Title Not Given,"Apr 5, 2005, 12:00:00 AM",-12.199850082397461,-40.277217864990234
121.txt,All News Today,16,POK PROTESTS END IN ARRESTS,"Apr 6, 2005, 12:00:00 AM",-11.2268705368042,-39.66714096069336
17.txt,The Wrap,19,THE END OF PROTESTS POK IN ARRESTS,"Apr 6, 2005, 12:00:00 AM",-13.1143159866333,-42.21717834472656
179.txt,News Online Today,3,Protestors Block Traffic to Tiskele Bend Fields,"Apr 6, 2005, 12:00:00 AM",-19.379119873046875,5.622407913208008
247.txt,News Online Today,3,POK PROTESTS END IN ARRESTS,"Apr 6, 2005, 12:00:00 AM",8.231776237487793,-9.30323600769043
423.txt,International News,12,Protestors Block Traffic to Tiskele Bend Fields,"Apr 6, 2005, 12:00:00 AM",-20.296756744384766,6.199958324432373
781.txt,Kronos Star,11,Block Traffic to Tiskele Bend Fields,"Apr 6, 2005, 12:00:00 AM",-20.684358596801758,6.432992935180664
832.txt,The Orb,18,POK PROTESTS the END IN the ARRESTS,"Apr 6, 2005, 12:00:00 AM",-12.91231918334961,-40.80290603637695
760.txt,Daily Pegasus,20,POK PROTESTS THE END IN HALTINGS,"Apr 7, 2005, 12:00:00 AM",-13.396403312683105,-40.48191452026367
595.txt,The Guide,13,Traffic of the block from Protestors to the fields of the curve of Tiskele,"Apr 8, 2005, 12:00:00 AM",-22.207077026367188,8.322656631469727
621.txt,The Truth,14,The movement of the block-system of Protestors to the areas of bending Tiskele,"Apr 8, 2005, 12:00:00 AM",-22.658891677856445,6.99531888961792
730.txt,Worldwise,15,Traffic of block of protestateurs to the fields of curve of Tiskele,"Apr 8, 2005, 12:00:00 AM",-21.948617935180664,7.224862098693848
439.txt,The Abila Post,22,Title Not Given,"Sep 24, 2005, 12:00:00 AM",-12.020174026489258,-11.562976837158203
113.txt,Central Bulletin,21,ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,"Sep 25, 2005, 12:00:00 AM",-12.0068359375,-11.562095642089844
285.txt,News Online Today,3,ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,"Sep 25, 2005, 12:00:00 AM",-3.197596788406372,4.704580783843994
464.txt,News Desk,24,THE TURN OF PROTESTS ELODIS TO BABBLE AND ARRESTS,"Sep 25, 2005, 12:00:00 AM",-42.53009796142578,-89.92288208007812
383.txt,Athena Speaks,23,TURN OF PROTESTS Of ELODIS TO the RIOTS AND the ARRESTS,"Sep 26, 2005, 12:00:00 AM",14.28376293182373,-8.174757957458496
491.txt,The Explainer,25,RETURN OF THE PROTESTS OF ELODIS TO THE UPROARS AND THE HALTINGS,"Sep 26, 2005, 12:00:00 AM",14.289270401000977,-8.169130325317383
550.txt,International Times,0,Four people have died in a fiery road crash near Elodis,"Mar 18, 2007, 12:00:00 AM",-30.66887664794922,15.571237564086914
100.txt,The Continent,4,Four people have died in an enthusiastic discharge near Elodis,"Mar 19, 2007, 12:00:00 AM",-30.705419540405273,16.71881866455078
12.txt,News Online Today,3,Four people have died in a fiery road crash near Elodis,"Mar 19, 2007, 12:00:00 AM",-30.119291305541992,14.550328254699707
332.txt,Everyday News,2,Four people have died in an ardent collapse of the way near Elodis,"Mar 19, 2007, 12:00:00 AM",-31.769258499145508,16.647235870361328
6.txt,World Journal,5,Four people died in a burning accident of road close to Elodis,"Mar 20, 2007, 12:00:00 AM",-31.225313186645508,16.249664306640625
684.txt,Homeland Illumination,17,Title Not Given,"Mar 20, 2007, 12:00:00 AM",-45.763065338134766,-29.652694702148438
182.txt,Daily Pegasus,20,"THE GASTECH CAR STRIKES THE AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD ONES","Mar 21, 2007, 12:00:00 AM",-45.541378021240234,-27.733768463134766
483.txt,News Online Today,3,"GASTECH TRUCK HITS AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD","Mar 21, 2007, 12:00:00 AM",6.652191162109375,1.8397674560546875
603.txt,All News Today,16,"GASTECH TRUCK HITS AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD","Mar 21, 2007, 12:00:00 AM",-45.86564636230469,-30.07622528076172
236.txt,The Wrap,19,"GASTECH TOUCH THE TRUCK CAR NEAR ELODIS, FAMILY OF DEAD FOUR","Mar 22, 2007, 12:00:00 AM",-45.056884765625,-28.789142608642578
390.txt,The Orb,18,"The TRUCK OF GASTECH RUNS UP AGAINST the CAR CLOSE To ELODIS, FAMILY OF FOUR DEAD","Mar 22, 2007, 12:00:00 AM",-45.42415237426758,-28.15213394165039
756.txt,The Abila Post,22,Title Not Given,"Apr 10, 2007, 12:00:00 AM",-65.40874481201172,3.368899345397949
377.txt,The Explainer,25,TRAFFIC ACCIDENT NEAR ELODIS,"Apr 11, 2007, 12:00:00 AM",-65.96329498291016,2.7440664768218994
48.txt,Athena Speaks,23,ACCIDENT OF TRAFFIC CLOSE TO ELODIS,"Apr 11, 2007, 12:00:00 AM",-66.55108642578125,2.935737133026123
578.txt,Central Bulletin,21,TRAFFIC ACCIDENT NEAR ELODIS,"Apr 11, 2007, 12:00:00 AM",-64.9688491821289,3.7871367931365967
690.txt,News Online Today,3,TRAFFIC ACCIDENT NEAR ELODIS,"Apr 11, 2007, 12:00:00 AM",3.2113711833953857,1.9387505054473877
241.txt,News Desk,24,THE ACCIDENT OF THE MOVEMENT NEAR ELODIS,"Apr 12, 2007, 12:00:00 AM",-66.81279754638672,3.51029372215271
168.txt,Kronos Star,11,t at GAStech Headquarters Ends in Arrests,"Feb 18, 2009, 12:00:00 AM",-41.16499328613281,-7.564537048339844
742.txt,International News,12,POK Protest at GAStech Headquarters Ends in Arrests,"Feb 18, 2009, 12:00:00 AM",-41.00151443481445,-6.364655017852783
165.txt,The Truth,14,Protest POK on the ends of the Hoofdkwartier GAStech in arrests,"Feb 19, 2009, 12:00:00 AM",-42.7247314453125,-11.550904273986816
335.txt,News Online Today,3,POK Protest at GAStech Headquarters Ends in Arrests,"Feb 19, 2009, 12:00:00 AM",5.119370937347412,3.2379794120788574
476.txt,News Online Today,3,GASTECH HEADQUARTERS BLOCKED BY POK,"Feb 19, 2009, 12:00:00 AM",7.168208599090576,-0.38256293535232544
565.txt,Central Bulletin,21,GASTECH HEADQUARTERS BLOCKED BY POK,"Feb 19, 2009, 12:00:00 AM",-40.782745361328125,-8.394794464111328
807.txt,The Abila Post,22,Title Not Given,"Feb 19, 2009, 12:00:00 AM",-41.18345642089844,-8.390586853027344
837.txt,The Guide,13,The protest of POK in GAStech establishes headquarters of ends in haltings,"Feb 19, 2009, 12:00:00 AM",-43.49744415283203,-10.487787246704102
340.txt,The Explainer,25,HEADQUARTERS OF GASTECH BLOCKED BY POK,"Feb 20, 2009, 12:00:00 AM",-42.57652282714844,-9.55129623413086
808.txt,Worldwise,15,The protest of POK at GAStech sits of the ends in the arrests,"Feb 20, 2009, 12:00:00 AM",-44.03940200805664,-10.196027755737305
141.txt,Athena Speaks,23,REGISTERED OFFICES OF GASTECH BLOCKED BY POK,"Feb 21, 2009, 12:00:00 AM",-43.97411346435547,-9.12205696105957
146.txt,News Desk,24,GASTECH HOOFDKWARTIER THAT POK ARE BLOCKED,"Feb 21, 2009, 12:00:00 AM",-41.67900085449219,-11.198365211486816
675.txt,The Light of Truth,7,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,"Feb 21, 2009, 12:00:00 AM",-9.590001106262207,50.0782356262207
716.txt,Who What News,8,SANJORGE JR CONDEMNS POK AS TERRORISTS,"Feb 21, 2009, 12:00:00 AM",-9.57448673248291,49.58402633666992
23.txt,The General Post,10,SANJORGE JR CONDEMNS POK LIKE TERRORISTS,"Feb 22, 2009, 12:00:00 AM",-9.536355018615723,51.00593948364258
514.txt,International Times,0,Kronos's Protectors of Kronos declared 'terrorist group',"Feb 22, 2009, 12:00:00 AM",-46.608238220214844,34.17569351196289
529.txt,The Tulip,9,SANJORGE JR CONDEMN POK AS TERRORISTS,"Feb 22, 2009, 12:00:00 AM",-9.853726387023926,51.797401428222656
201.txt,Everyday News,2,"The protectors of Kronos de Kronos declared ""group of the terrorist""","Feb 23, 2009, 12:00:00 AM",-45.6885871887207,33.78666305541992
36.txt,The Continent,4,The guards of Kronos van Kronos explained terrorist group,"Feb 23, 2009, 12:00:00 AM",-45.3532600402832,34.79571533203125
631.txt,News Online Today,3,Kronos's Protectors of Kronos declared 'terrorist group',"Feb 23, 2009, 12:00:00 AM",-48.07729721069336,34.30296325683594
643.txt,World Source,1,Kronos's Protectors of Kronos declared 'terrorist group',"Feb 23, 2009, 12:00:00 AM",-47.20225143432617,34.22959518432617
646.txt,World Journal,5,"The guards of Kronos de Kronos declared the ""group of terrorist""","Feb 23, 2009, 12:00:00 AM",-45.19941329956055,33.84375
743.txt,Homeland Illumination,17,Title Not Given,"Mar 7, 2009, 12:00:00 AM",-50.0302734375,12.205769538879395
447.txt,News Online Today,3,POK RALLY DRAWS THOUSANDS OF SUPPORTERS,"Mar 8, 2009, 12:00:00 AM",11.679065704345703,-3.5595788955688477
217.txt,The Wrap,19,THE COLLECTION POK DRAWS THOUSANDS OF VERDEDIGERS,"Mar 9, 2009, 12:00:00 AM",-50.12692642211914,13.082843780517578
51.txt,Daily Pegasus,20,THE POK MEETING DRAWS THOUSANDS OF THOSE IN FAVOR,"Mar 9, 2009, 12:00:00 AM",-49.45930099487305,12.99046802520752
735.txt,The Orb,18,THE GATHERING OF POK DRAWS THOUSANDS OF DEFENDERS,"Mar 9, 2009, 12:00:00 AM",-49.316795349121094,13.159940719604492
294.txt,Homeland Illumination,17,Title Not Given,"Mar 12, 2009, 12:00:00 AM",39.56085205078125,-41.93431091308594
398.txt,The Abila Post,22,Title Not Given,"Mar 12, 2009, 12:00:00 AM",-30.303508758544922,-6.250698566436768
437.txt,Homeland Illumination,17,Title Not Given,"Mar 12, 2009, 12:00:00 AM",39.54954528808594,-41.93088912963867
451.txt,News Online Today,3,Activist Leader Karel Arrested for Tax Evasion,"Mar 12, 2009, 12:00:00 AM",0.030130622908473015,-7.443519115447998
683.txt,All News Today,16,POK LEADER KAREL ARRESTED,"Mar 12, 2009, 12:00:00 AM",40.377845764160156,-41.46910858154297
820.txt,Kronos Star,11,eader Karel Arrested for Tax Evasion,"Mar 12, 2009, 12:00:00 AM",-29.7353572845459,-6.693907737731934
836.txt,International News,12,Activist Leader Karel Arrested for Tax Evasion,"Mar 12, 2009, 12:00:00 AM",8.649600982666016,-2.593916416168213
157.txt,Daily Pegasus,20,ARRESTED LEADER KAREL OF POK,"Mar 13, 2009, 12:00:00 AM",38.985286712646484,-43.56018829345703
19.txt,News Desk,24,ARRESTED LEADER POK,"Mar 13, 2009, 12:00:00 AM",-32.746192932128906,-4.9374165534973145
229.txt,The Guide,13,Karel leader of the activist arrested for the fiscal evasion,"Mar 13, 2009, 12:00:00 AM",-6.465193748474121,2.2758114337921143
505.txt,News Online Today,3,POK LEADER ARRESTED,"Mar 13, 2009, 12:00:00 AM",8.93392562866211,-5.122395992279053
577.txt,News Online Today,3,POK LEADER KAREL ARRESTED,"Mar 13, 2009, 12:00:00 AM",40.947837829589844,-41.06321334838867
667.txt,The Explainer,25,ARRESTED LEADER OF POK,"Mar 13, 2009, 12:00:00 AM",-31.90910530090332,-4.952511787414551
788.txt,The Wrap,19,POK THE LEADER ARRESTED KAREL,"Mar 13, 2009, 12:00:00 AM",37.56353759765625,-42.73017501831055
798.txt,Central Bulletin,21,POK LEADER ARRESTED,"Mar 13, 2009, 12:00:00 AM",-31.035551071166992,-5.695093631744385
815.txt,Worldwise,15,The Karel Chief of activist stopped for tax avoidance,"Mar 13, 2009, 12:00:00 AM",4.73856258392334,0.5837053656578064
354.txt,Athena Speaks,23,THE CHIEF OF STOPPED POK A,"Mar 14, 2009, 12:00:00 AM",-32.12761688232422,-4.012730121612549
455.txt,The Orb,18,CHIEF KAREL OF STOPPED POK,"Mar 14, 2009, 12:00:00 AM",38.35403823852539,-42.98387908935547
561.txt,The Truth,14,The LEADER Karel Arrested of the activist for Belastingontwijking,"Mar 14, 2009, 12:00:00 AM",-2.3156557083129883,2.929964065551758
195.txt,The World,6,GASTECH ADOPTS NEW LOGO,"May 15, 2009, 12:00:00 AM",52.40070343017578,25.18901252746582
422.txt,Who What News,8,GASTECH ADOPTS NEW LOGO,"May 16, 2009, 12:00:00 AM",14.693629264831543,51.018280029296875
65.txt,News Online Today,3,GASTECH ADOPTS NEW LOGO,"May 16, 2009, 12:00:00 AM",14.691629409790039,51.01948165893555
810.txt,The Tulip,9,GASTECH APPROVE NEW EMBLEM,"May 16, 2009, 12:00:00 AM",51.689212799072266,24.928911209106445
560.txt,The Light of Truth,7,GASTECH ADOPTS THE NEW LOGO,"May 17, 2009, 12:00:00 AM",53.14407730102539,25.015575408935547
826.txt,The General Post,10,GASTECH ADOPTS NEW STANDARD,"May 17, 2009, 12:00:00 AM",52.68010711669922,24.795663833618164
73.txt,Homeland Illumination,17,Title Not Given,"Jun 19, 2009, 12:00:00 AM",37.672203063964844,28.342206954956055
185.txt,The Abila Post,22,Title Not Given,"Jun 20, 2009, 12:00:00 AM",3.969102621078491,-28.234966278076172
445.txt,The Wrap,19,ELIAN KAREL DEAD IN PRISON KRONOS,"Jun 20, 2009, 12:00:00 AM",38.5752067565918,28.2410888671875
554.txt,All News Today,16,ELIAN KAREL DEAD IN KRONOS JAIL,"Jun 20, 2009, 12:00:00 AM",34.78009033203125,25.904523849487305
623.txt,Kronos Star,11,rns Violent in Abila,"Jun 20, 2009, 12:00:00 AM",-3.7481322288513184,16.563806533813477
95.txt,News Online Today,3,ELIAN KAREL DEAD IN KRONOS JAIL,"Jun 20, 2009, 12:00:00 AM",34.69028091430664,25.821876525878906
14.txt,News Online Today,3,Protest Turns Violent in Abila,"Jun 21, 2009, 12:00:00 AM",-2.7734811305999756,17.094467163085938
162.txt,The Guide,13,The protest gives violent return in Abila,"Jun 21, 2009, 12:00:00 AM",-4.875816345214844,16.354869842529297
191.txt,Athena Speaks,23,THE SPONTANEOUS PROTESTS BURST AROUND ABILA,"Jun 21, 2009, 12:00:00 AM",-6.651358604431152,17.20648765563965
20.txt,The Truth,14,The turns of the protest violently in Abila,"Jun 21, 2009, 12:00:00 AM",-4.157398223876953,14.32902717590332
204.txt,News Online Today,3,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,"Jun 21, 2009, 12:00:00 AM",5.115184783935547,-27.305212020874023
269.txt,Daily Pegasus,20,ELIAN KAREL DIED IN KRONOS JAIL,"Jun 21, 2009, 12:00:00 AM",37.771446228027344,29.04367446899414
309.txt,Worldwise,15,The protest turns violent one in Abila,"Jun 21, 2009, 12:00:00 AM",-4.484898567199707,15.240610122680664
357.txt,The Orb,18,ELIAN KAREL DIED IN PRISON OF KRONOS,"Jun 21, 2009, 12:00:00 AM",37.80780792236328,29.370426177978516
454.txt,News Online Today,3,LEADERSHIP CHANGE FOR POK,"Jun 21, 2009, 12:00:00 AM",9.106511116027832,1.8589433431625366
745.txt,Central Bulletin,21,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,"Jun 21, 2009, 12:00:00 AM",4.304603099822998,-27.960100173950195
801.txt,News Desk,24,THE SPONTANEOUS PROTESTS BURST ROUND ABILA SEPARATELY,"Jun 21, 2009, 12:00:00 AM",3.2379589080810547,-28.901039123535156
155.txt,News Online Today,3,Profile:  Elian Karel,"Jun 22, 2009, 12:00:00 AM",43.0091552734375,-5.324389934539795
24.txt,International Times,0,Profile:  Elian Karel,"Jun 22, 2009, 12:00:00 AM",44.506168365478516,-4.964682102203369
353.txt,World Source,1,Profile:  Elian Karel,"Jun 22, 2009, 12:00:00 AM",43.99256896972656,-5.072464466094971
385.txt,The Explainer,25,THE SPONTANEOUS PROTESTS ENTER ERUPTION AROUND ABILA,"Jun 22, 2009, 12:00:00 AM",-5.97389030456543,16.917301177978516
